"Year","Month","Day","Hour","Temperature_mean","Humidity_mean","WindSpeed_mean","GeneralDiffuseFlows_mean","DiffuseFlows_mean","PowerConsumption_Zone1_sum","PowerConsumption_Zone2_sum","PowerConsumption_Zone3_sum","Weekday_first","IsWeekend_first","TimeOfDay_Afternoon_first","TimeOfDay_Evening_first","TimeOfDay_Morning_first","TimeOfDay_Night_first","Season_Autumn_first","Season_Spring_first","Season_Summer_first","Season_Winter_first","Temperature_mean_lag4","Temperature_mean_lag8","Temperature_mean_lag12","Temperature_mean_lag24","Temperature_mean_lag48","Humidity_mean_lag4","Humidity_mean_lag8","Humidity_mean_lag12","Humidity_mean_lag24","Humidity_mean_lag48","WindSpeed_mean_lag4","WindSpeed_mean_lag8","WindSpeed_mean_lag12","WindSpeed_mean_lag24","WindSpeed_mean_lag48","GeneralDiffuseFlows_mean_lag4","GeneralDiffuseFlows_mean_lag8","GeneralDiffuseFlows_mean_lag12","GeneralDiffuseFlows_mean_lag24","GeneralDiffuseFlows_mean_lag48","DiffuseFlows_mean_lag4","DiffuseFlows_mean_lag8","DiffuseFlows_mean_lag12","DiffuseFlows_mean_lag24","DiffuseFlows_mean_lag48","PowerConsumption_Zone1_sum_lag4","PowerConsumption_Zone1_sum_lag8","PowerConsumption_Zone1_sum_lag12","PowerConsumption_Zone1_sum_lag24","PowerConsumption_Zone1_sum_lag48","PowerConsumption_Zone2_sum_lag4","PowerConsumption_Zone2_sum_lag8","PowerConsumption_Zone2_sum_lag12","PowerConsumption_Zone2_sum_lag24","PowerConsumption_Zone2_sum_lag48","PowerConsumption_Zone3_sum_lag4","PowerConsumption_Zone3_sum_lag8","PowerConsumption_Zone3_sum_lag12","PowerConsumption_Zone3_sum_lag24","PowerConsumption_Zone3_sum_lag48"
2017,3,25,3,9,64.5,0,0,0,130235,75066,82337,5,1,0,0,0,1,0,1,0,0,12.333333333333334,13.666666666666666,15.833333333333334,9.166666666666666,10.333333333333334,54.333333333333336,49.5,44.5,68.16666666666667,71,0,0,0,0,0,0,17,690.5,0,0,0,18.333333333333332,548.5,0,0,199256,258805,192688,133323,137759,117317,155023,126238,76743,79518,120168,148624,87412,82263,83528
2017,3,25,4,9.166666666666666,62.833333333333336,0,0,0,135271,76357,83540,5,1,0,0,0,1,0,1,0,0,11.5,13,16,10.166666666666666,10.666666666666666,59.333333333333336,51.5,41.833333333333336,66.66666666666667,66.5,0,0,0,0,0,0,0,465,0,0,0,0,480.5,0,0,167932,258511,187073,135958,140148,97858,154453,123669,78381,81129,100512,149955,87105,81897,83483
2017,3,25,5,9.166666666666666,61.5,0,0,0,136669,75835,82100,5,1,0,0,0,1,0,1,0,0,10.166666666666666,13,16,10.166666666666666,10.166666666666666,63.5,49,32.333333333333336,69.5,60.666666666666664,0,0,0,0,0,0,0,336,0,0,0,0,369.3333333333333,0,0,148629,248462,185395,139157,142465,85175,148992,118929,80477,81110,89938,147191,89625,83691,82327
2017,3,25,6,9.333333333333334,60.5,0,0,0,120343,63806,61394,5,1,0,0,1,0,0,1,0,0,9.166666666666666,13,15.333333333333334,10.5,11,66.33333333333333,51.5,38.5,76.83333333333333,57.166666666666664,0,0,0,0,0,0,0,137.66666666666666,0,0,0,0,155.16666666666666,0,0,137024,231169,218449,123053,125148,78439,135122,133874,74199,73756,84255,137308,120120,64628,63142
2017,3,25,7,10,60,0,9,8,126999,69549,59718,5,1,0,0,1,0,0,1,0,0,9,12.333333333333334,13.666666666666666,11,11,64.5,54.333333333333336,49.5,74.5,55.833333333333336,0,0,0,0,0,0,0,17,25.166666666666668,33.5,0,0,18.333333333333332,24.166666666666668,30.666666666666668,130235,199256,258805,136534,138973,75066,117317,155023,85670,84791,82337,120168,148624,63380,62335
2017,3,25,8,10.333333333333334,62,0,89.33333333333333,81.83333333333333,145112,83811,67125,5,1,0,0,1,0,0,1,0,0,9.166666666666666,11.5,13,12.5,10.166666666666666,62.833333333333336,59.333333333333336,51.5,69.16666666666667,64.33333333333333,0,0,0,0,0,0,0,0,234.66666666666666,109.33333333333333,0,0,0,227.5,103,135271,167932,258511,149426,152539,76357,97858,154453,93695,98178,83540,100512,149955,66266,66753
2017,3,25,9,12,58.166666666666664,0,209,188.83333333333334,167233,102096,78652,5,1,0,0,1,0,0,1,0,0,9.166666666666666,10.166666666666666,13,13.5,11,61.5,63.5,49,67.66666666666667,59.833333333333336,0,0,0,0,0,0,0,0,454,243.83333333333334,0,0,0,435,226.66666666666666,136669,148629,248462,170162,172747,75835,85175,148992,106112,109846,82100,89938,147191,77798,75713
2017,3,25,10,13.833333333333334,53.5,0,318.1666666666667,282.6666666666667,189035,113974,89480,5,1,0,0,1,0,0,1,0,0,9.333333333333334,9.166666666666666,13,13,12.166666666666666,60.5,66.33333333333333,51.5,69.5,55.333333333333336,0,0,0,0,0,0,0,0,178.83333333333334,560.5,0,0,0,159.16666666666666,266.1666666666667,120343,137024,231169,188153,184684,63806,78439,135122,119436,118136,61394,84255,137308,86711,86102
2017,3,25,11,15,55.5,0,365.3333333333333,307.8333333333333,201719,119339,96971,5,1,0,0,1,0,0,1,0,0,10,9,12.333333333333334,13.5,12.5,60,64.5,54.333333333333336,69.33333333333333,54.166666666666664,0,0,0,0,0,9,0,0,416.6666666666667,417.8333333333333,8,0,0,209.83333333333334,276.6666666666667,126999,130235,199256,198876,202921,69549,75066,117317,129327,118110,59718,82337,120168,94711,99026
2017,3,25,12,15,57,0,441.3333333333333,349.1666666666667,206045,121041,100693,5,1,1,0,0,0,0,1,0,0,10.333333333333334,9.166666666666666,11.5,14.166666666666666,11,62,62.833333333333336,59.333333333333336,65.33333333333333,62.333333333333336,0,0,0,0,0,89.33333333333333,0,0,503,192.66666666666666,81.83333333333333,0,0,203.66666666666666,169.5,145112,135271,167932,196094,211389,83811,76357,97858,132095,121075,67125,83540,100512,97771,106813
2017,3,25,13,15.5,56.833333333333336,0,742.5,284.8333333333333,205691,121450,101871,5,1,1,0,0,0,0,1,0,0,12,9.166666666666666,10.166666666666666,15,10.666666666666666,58.166666666666664,61.5,63.5,60.333333333333336,63.666666666666664,0,0,0,0,0,209,0,0,758.1666666666666,273.1666666666667,188.83333333333334,0,0,197.5,222.66666666666666,167233,136669,148629,195041,207861,102096,75835,85175,130547,123180,78652,82100,89938,96459,104572
2017,3,25,14,16.666666666666668,47.166666666666664,0,759.5,331.5,198510,119613,99188,5,1,1,0,0,0,0,1,0,0,13.833333333333334,9.333333333333334,9.166666666666666,15.333333333333334,10.833333333333334,53.5,60.5,66.33333333333333,49.833333333333336,61.666666666666664,0,0,0,0,0,318.1666666666667,0,0,475.5,519.6666666666666,282.6666666666667,0,0,134,337.1666666666667,189035,120343,137024,200789,202884,113974,63806,78439,130800,125880,89480,61394,84255,91594,100421
2017,3,25,15,17,43.333333333333336,0,735.8333333333334,692.5,191241,115841,96930,5,1,1,0,0,0,0,1,0,0,15,10,9,15.833333333333334,11.166666666666666,55.5,60,64.5,44.5,61.666666666666664,0,0,0,0,0,365.3333333333333,9,0,690.5,488.8333333333333,307.8333333333333,8,0,548.5,423.5,201719,126999,130235,192688,199808,119339,69549,75066,126238,130494,96971,59718,82337,87412,96025
2017,3,25,16,17,42.5,0,531.3333333333334,509.8333333333333,186976,110218,94137,5,1,1,0,0,0,0,1,0,0,15,10.333333333333334,9.166666666666666,16,12.666666666666666,57,62,62.833333333333336,41.833333333333336,56.166666666666664,0,0,0,0,0,441.3333333333333,89.33333333333333,0,465,609.5,349.1666666666667,81.83333333333333,0,480.5,651.5,206045,145112,135271,187073,196609,121041,83811,76357,123669,126169,100693,67125,83540,87105,95792
2017,3,25,17,16.5,47.166666666666664,0,385,398.8333333333333,180714,104728,93625,5,1,1,0,0,0,0,1,0,0,15.5,12,9.166666666666666,16,12.333333333333334,56.833333333333336,58.166666666666664,61.5,32.333333333333336,58.833333333333336,0,0,0,0,0,742.5,209,0,336,327.3333333333333,284.8333333333333,188.83333333333334,0,369.3333333333333,350,205691,167233,136669,185395,194611,121450,102096,75835,118929,121165,101871,78652,82100,89625,95321
2017,3,25,18,15.5,56.5,0,176.5,194.66666666666666,206742,117189,119029,5,1,0,1,0,0,0,1,0,0,16.666666666666668,13.833333333333334,9.333333333333334,15.333333333333334,11,47.166666666666664,53.5,60.5,38.5,64.16666666666667,0,0,0,0,0,759.5,318.1666666666667,0,137.66666666666666,104.66666666666667,331.5,282.6666666666667,0,155.16666666666666,107,198510,189035,120343,218449,226169,119613,113974,63806,133874,136362,99188,89480,61394,120120,124430
2017,3,25,19,13.833333333333334,63.166666666666664,0,21.833333333333332,24,252124,142118,148695,5,1,0,1,0,0,0,1,0,0,17,15,10,13.666666666666666,10.833333333333334,43.333333333333336,55.5,60,49.5,63,0,0,0,0,0,735.8333333333334,365.3333333333333,9,17,11.833333333333334,692.5,307.8333333333333,8,18.333333333333332,10.666666666666666,191241,201719,126999,258805,263817,115841,119339,69549,155023,160570,96930,96971,59718,148624,152707
2017,3,25,20,13,64.16666666666667,0,0,0,252163,142511,150163,5,1,0,1,0,0,0,1,0,0,17,15,10.333333333333334,13,10.166666666666666,42.5,57,62,51.5,65.16666666666667,0,0,0,0,0,531.3333333333334,441.3333333333333,89.33333333333333,0,0,509.8333333333333,349.1666666666667,81.83333333333333,0,0,186976,206045,145112,258511,261219,110218,121041,83811,154453,160003,94137,100693,67125,149955,154723
2017,3,25,21,13,61.833333333333336,0,0,0,243400,140799,146541,5,1,0,1,0,0,0,1,0,0,16.5,15.5,12,13,10,47.166666666666664,56.833333333333336,58.166666666666664,49,67.33333333333333,0,0,0,0,0,385,742.5,209,0,0,398.8333333333333,284.8333333333333,188.83333333333334,0,0,180714,205691,167233,248462,251782,104728,121450,102096,148992,153148,93625,101871,78652,147191,146226
2017,3,25,22,13,61,0,0,0,228117,132567,138789,5,1,0,1,0,0,0,1,0,0,15.5,16.666666666666668,13.833333333333334,13,9.666666666666666,56.5,47.166666666666664,53.5,51.5,69.5,0,0,0,0,0,176.5,759.5,318.1666666666667,0,0,194.66666666666666,331.5,282.6666666666667,0,0,206742,198510,189035,231169,227051,117189,119613,113974,135122,137586,119029,99188,89480,137308,133894
2017,3,25,23,12.5,61.333333333333336,0,0,0,200997,118614,123180,5,1,0,1,0,0,0,1,0,0,13.833333333333334,17,15,12.333333333333334,9.666666666666666,63.166666666666664,43.333333333333336,55.5,54.333333333333336,68.33333333333333,0,0,0,0,0,21.833333333333332,735.8333333333334,365.3333333333333,0,0,24,692.5,307.8333333333333,0,0,252124,191241,201719,199256,193509,142118,115841,119339,117317,118457,148695,96930,96971,120168,118959
2017,3,26,0,12.333333333333334,61.666666666666664,0,0,0,171743,100168,104328,6,1,0,0,0,1,0,1,0,0,13,17,15,11.5,9,64.16666666666667,42.5,57,59.333333333333336,68.5,0,0,0,0,0,0,531.3333333333334,441.3333333333333,0,0,0,509.8333333333333,349.1666666666667,0,0,252163,186976,206045,167932,167147,142511,110218,121041,97858,99620,150163,94137,100693,100512,101077
2017,3,26,1,12.833333333333334,59.333333333333336,0,0,0,152882,86280,92028,6,1,0,0,0,1,0,1,0,0,13,16.5,15.5,10.166666666666666,9,61.833333333333336,47.166666666666664,56.833333333333336,63.5,68.5,0,0,0,0,0,0,385,742.5,0,0,0,398.8333333333333,284.8333333333333,0,0,243400,180714,205691,148629,148631,140799,104728,121450,85175,87860,146541,93625,101871,89938,91252
2017,3,26,2,13,59.5,0,0,0,140014,79163,87007,6,1,0,0,0,1,0,1,0,0,13,15.5,16.666666666666668,9.166666666666666,9,61,56.5,47.166666666666664,66.33333333333333,68.33333333333333,0,0,0,0,0,0,176.5,759.5,0,0,0,194.66666666666666,331.5,0,0,228117,206742,198510,137024,137906,132567,117189,119613,78439,80000,138789,119029,99188,84255,86200
2017,3,26,3,14.833333333333334,58.5,0,0,0,135174,75674,84562,6,1,0,0,0,1,0,1,0,0,12.5,13.833333333333334,17,9,9.166666666666666,61.333333333333336,63.166666666666664,43.333333333333336,64.5,68.16666666666667,0,0,0,0,0,0,21.833333333333332,735.8333333333334,0,0,0,24,692.5,0,0,200997,252124,191241,130235,133323,118614,142118,115841,75066,76743,123180,148695,96930,82337,82263
2017,3,26,4,15,58.333333333333336,0,0,0,135431,76236,84707,6,1,0,0,0,1,0,1,0,0,12.333333333333334,13,17,9.166666666666666,10.166666666666666,61.666666666666664,64.16666666666667,42.5,62.833333333333336,66.66666666666667,0,0,0,0,0,0,0,531.3333333333334,0,0,0,0,509.8333333333333,0,0,171743,252163,186976,135271,135958,100168,142511,110218,76357,78381,104328,150163,94137,83540,81897
2017,3,26,5,15.833333333333334,57.833333333333336,0,0,0,131116,74141,82431,6,1,0,0,0,1,0,1,0,0,12.833333333333334,13,16.5,9.166666666666666,10.166666666666666,59.333333333333336,61.833333333333336,47.166666666666664,61.5,69.5,0,0,0,0,0,0,0,385,0,0,0,0,398.8333333333333,0,0,152882,243400,180714,136669,139157,86280,140799,104728,75835,80477,92028,146541,93625,82100,83691
2017,3,26,6,15,59.333333333333336,0,0,0,110282,60242,62742,6,1,0,0,1,0,0,1,0,0,13,13,15.5,9.333333333333334,10.5,59.5,61,56.5,60.5,76.83333333333333,0,0,0,0,0,0,0,176.5,0,0,0,0,194.66666666666666,0,0,140014,228117,206742,120343,123053,79163,132567,117189,63806,74199,87007,138789,119029,61394,64628
2017,3,26,7,14.833333333333334,59.333333333333336,0,39.333333333333336,38,113971,61472,57138,6,1,0,0,1,0,0,1,0,0,14.833333333333334,12.5,13.833333333333334,10,11,58.5,61.333333333333336,63.166666666666664,60,74.5,0,0,0,0,0,0,0,21.833333333333332,9,25.166666666666668,0,0,24,8,24.166666666666668,135174,200997,252124,126999,136534,75674,118614,142118,69549,85670,84562,123180,148695,59718,63380
2017,3,26,8,16,56,0,213.33333333333334,212.16666666666666,131031,71949,64739,6,1,0,0,1,0,0,1,0,0,15,12.333333333333334,13,10.333333333333334,12.5,58.333333333333336,61.666666666666664,64.16666666666667,62,69.16666666666667,0,0,0,0,0,0,0,0,89.33333333333333,234.66666666666666,0,0,0,81.83333333333333,227.5,135431,171743,252163,145112,149426,76236,100168,142511,83811,93695,84707,104328,150163,67125,66266
2017,3,26,9,16.5,55.333333333333336,0,412.5,420.3333333333333,150995,86320,77878,6,1,0,0,1,0,0,1,0,0,15.833333333333334,12.833333333333334,13,12,13.5,57.833333333333336,59.333333333333336,61.833333333333336,58.166666666666664,67.66666666666667,0,0,0,0,0,0,0,0,209,454,0,0,0,188.83333333333334,435,131116,152882,243400,167233,170162,74141,86280,140799,102096,106112,82431,92028,146541,78652,77798
2017,3,26,10,17.166666666666668,55.5,0,583.6666666666666,515,174280,94818,89160,6,1,0,0,1,0,0,1,0,0,15,13,13,13.833333333333334,13,59.333333333333336,59.5,61,53.5,69.5,0,0,0,0,0,0,0,0,318.1666666666667,178.83333333333334,0,0,0,282.6666666666667,159.16666666666666,110282,140014,228117,189035,188153,60242,79163,132567,113974,119436,62742,87007,138789,89480,86711
2017,3,26,11,18,54.833333333333336,0,711,142.83333333333334,193656,93421,95920,6,1,0,0,1,0,0,1,0,0,14.833333333333334,14.833333333333334,12.5,15,13.5,59.333333333333336,58.5,61.333333333333336,55.5,69.33333333333333,0,0,0,0,0,39.333333333333336,0,0,365.3333333333333,416.6666666666667,38,0,0,307.8333333333333,209.83333333333334,113971,135174,200997,201719,198876,61472,75674,118614,119339,129327,57138,84562,123180,96971,94711
2017,3,26,12,18.666666666666668,53.833333333333336,0,785.5,44.166666666666664,195199,96912,98324,6,1,1,0,0,0,0,1,0,0,16,15,12.333333333333334,15,14.166666666666666,56,58.333333333333336,61.666666666666664,57,65.33333333333333,0,0,0,0,0,213.33333333333334,0,0,441.3333333333333,503,212.16666666666666,0,0,349.1666666666667,203.66666666666666,131031,135431,171743,206045,196094,71949,76236,100168,121041,132095,64739,84707,104328,100693,97771
2017,3,26,13,19,53,0,801.8333333333334,43.333333333333336,194379,97410,99269,6,1,1,0,0,0,0,1,0,0,16.5,15.833333333333334,12.833333333333334,15.5,15,55.333333333333336,57.833333333333336,59.333333333333336,56.833333333333336,60.333333333333336,0,0,0,0,0,412.5,0,0,742.5,758.1666666666666,420.3333333333333,0,0,284.8333333333333,197.5,150995,131116,152882,205691,195041,86320,74141,86280,121450,130547,77878,82431,92028,101871,96459
2017,3,26,14,19.666666666666668,52.5,0,762.1666666666666,240.16666666666666,191071,94551,99253,6,1,1,0,0,0,0,1,0,0,17.166666666666668,15,13,16.666666666666668,15.333333333333334,55.5,59.333333333333336,59.5,47.166666666666664,49.833333333333336,0,0,0,0,0,583.6666666666666,0,0,759.5,475.5,515,0,0,331.5,134,174280,110282,140014,198510,200789,94818,60242,79163,119613,130800,89160,62742,87007,99188,91594
2017,3,26,15,19.5,55.5,0,666.8333333333334,696.8333333333334,180041,91782,95286,6,1,1,0,0,0,0,1,0,0,18,14.833333333333334,14.833333333333334,17,15.833333333333334,54.833333333333336,59.333333333333336,58.5,43.333333333333336,44.5,0,0,0,0,0,711,39.333333333333336,0,735.8333333333334,690.5,142.83333333333334,38,0,692.5,548.5,193656,113971,135174,191241,192688,93421,61472,75674,115841,126238,95920,57138,84562,96930,87412
2017,3,26,16,19,57.166666666666664,0,521.1666666666666,569,171854,87330,92598,6,1,1,0,0,0,0,1,0,0,18.666666666666668,16,15,17,16,53.833333333333336,56,58.333333333333336,42.5,41.833333333333336,0,0,0,0,0,785.5,213.33333333333334,0,531.3333333333334,465,44.166666666666664,212.16666666666666,0,509.8333333333333,480.5,195199,131031,135431,186976,187073,96912,71949,76236,110218,123669,98324,64739,84707,94137,87105
2017,3,26,17,18.666666666666668,59.166666666666664,0,338,375.5,170468,84490,92534,6,1,1,0,0,0,0,1,0,0,19,16.5,15.833333333333334,16.5,16,53,55.333333333333336,57.833333333333336,47.166666666666664,32.333333333333336,0,0,0,0,0,801.8333333333334,412.5,0,385,336,43.333333333333336,420.3333333333333,0,398.8333333333333,369.3333333333333,194379,150995,131116,180714,185395,97410,86320,74141,104728,118929,99269,77878,82431,93625,89625
2017,3,26,18,17.833333333333332,62.833333333333336,0,139.66666666666666,157.5,205395,99308,120904,6,1,0,1,0,0,0,1,0,0,19.666666666666668,17.166666666666668,15,15.5,15.333333333333334,52.5,55.5,59.333333333333336,56.5,38.5,0,0,0,0,0,762.1666666666666,583.6666666666666,0,176.5,137.66666666666666,240.16666666666666,515,0,194.66666666666666,155.16666666666666,191071,174280,110282,206742,218449,94551,94818,60242,117189,133874,99253,89160,62742,119029,120120
2017,3,26,19,16.5,67.16666666666667,0,19.666666666666668,22.166666666666668,263328,126868,152295,6,1,0,1,0,0,0,1,0,0,19.5,18,14.833333333333334,13.833333333333334,13.666666666666666,55.5,54.833333333333336,59.333333333333336,63.166666666666664,49.5,0,0,0,0,0,666.8333333333334,711,39.333333333333336,21.833333333333332,17,696.8333333333334,142.83333333333334,38,24,18.333333333333332,180041,193656,113971,252124,258805,91782,93421,61472,142118,155023,95286,95920,57138,148695,148624
2017,3,26,20,15.166666666666666,73,0,0,0,268179,133084,153607,6,1,0,1,0,0,0,1,0,0,19,18.666666666666668,16,13,13,57.166666666666664,53.833333333333336,56,64.16666666666667,51.5,0,0,0,0,0,521.1666666666666,785.5,213.33333333333334,0,0,569,44.166666666666664,212.16666666666666,0,0,171854,195199,131031,252163,258511,87330,96912,71949,142511,154453,92598,98324,64739,150163,149955
2017,3,26,21,14.5,76.5,0,0,0,257739,132111,147155,6,1,0,1,0,0,0,1,0,0,18.666666666666668,19,16.5,13,13,59.166666666666664,53,55.333333333333336,61.833333333333336,49,0,0,0,0,0,338,801.8333333333334,412.5,0,0,375.5,43.333333333333336,420.3333333333333,0,0,170468,194379,150995,243400,248462,84490,97410,86320,140799,148992,92534,99269,77878,146541,147191
2017,3,26,22,13.666666666666666,79.83333333333333,0,0,0,225752,116631,130421,6,1,0,1,0,0,0,1,0,0,17.833333333333332,19.666666666666668,17.166666666666668,13,13,62.833333333333336,52.5,55.5,61,51.5,0,0,0,0,0,139.66666666666666,762.1666666666666,583.6666666666666,0,0,157.5,240.16666666666666,515,0,0,205395,191071,174280,228117,231169,99308,94551,94818,132567,135122,120904,99253,89160,138789,137308
2017,3,26,23,13,82.33333333333333,0,0,0,189478,100497,111125,6,1,0,1,0,0,0,1,0,0,16.5,19.5,18,12.5,12.333333333333334,67.16666666666667,55.5,54.833333333333336,61.333333333333336,54.333333333333336,0,0,0,0,0,19.666666666666668,666.8333333333334,711,0,0,22.166666666666668,696.8333333333334,142.83333333333334,0,0,263328,180041,193656,200997,199256,126868,91782,93421,118614,117317,152295,95286,95920,123180,120168
2017,3,27,0,12.666666666666666,83.66666666666667,0,0,0,164635,85266,97168,0,0,0,0,0,1,0,1,0,0,15.166666666666666,19,18.666666666666668,12.333333333333334,11.5,73,57.166666666666664,53.833333333333336,61.666666666666664,59.333333333333336,0,0,0,0,0,0,521.1666666666666,785.5,0,0,0,569,44.166666666666664,0,0,268179,171854,195199,171743,167932,133084,87330,96912,100168,97858,153607,92598,98324,104328,100512
2017,3,27,1,12,84.66666666666667,0,0,0,149317,76749,88742,0,0,0,0,0,1,0,1,0,0,14.5,18.666666666666668,19,12.833333333333334,10.166666666666666,76.5,59.166666666666664,53,59.333333333333336,63.5,0,0,0,0,0,0,338,801.8333333333334,0,0,0,375.5,43.333333333333336,0,0,257739,170468,194379,152882,148629,132111,84490,97410,86280,85175,147155,92534,99269,92028,89938
2017,3,27,2,12,85.33333333333333,0,0,0,141363,73563,84870,0,0,0,0,0,1,0,1,0,0,13.666666666666666,17.833333333333332,19.666666666666668,13,9.166666666666666,79.83333333333333,62.833333333333336,52.5,59.5,66.33333333333333,0,0,0,0,0,0,139.66666666666666,762.1666666666666,0,0,0,157.5,240.16666666666666,0,0,225752,205395,191071,140014,137024,116631,99308,94551,79163,78439,130421,120904,99253,87007,84255
2017,3,27,3,11.333333333333334,85.5,0,0,0,138716,72583,81269,0,0,0,0,0,1,0,1,0,0,13,16.5,19.5,14.833333333333334,9,82.33333333333333,67.16666666666667,55.5,58.5,64.5,0,0,0,0,0,0,19.666666666666668,666.8333333333334,0,0,0,22.166666666666668,696.8333333333334,0,0,189478,263328,180041,135174,130235,100497,126868,91782,75674,75066,111125,152295,95286,84562,82337
2017,3,27,4,11,86.83333333333333,0,0,0,144745,75401,83088,0,0,0,0,0,1,0,1,0,0,12.666666666666666,15.166666666666666,19,15,9.166666666666666,83.66666666666667,73,57.166666666666664,58.333333333333336,62.833333333333336,0,0,0,0,0,0,0,521.1666666666666,0,0,0,0,569,0,0,164635,268179,171854,135431,135271,85266,133084,87330,76236,76357,97168,153607,92598,84707,83540
2017,3,27,5,11,87,0,0,0,151240,80028,82391,0,0,0,0,0,1,0,1,0,0,12,14.5,18.666666666666668,15.833333333333334,9.166666666666666,84.66666666666667,76.5,59.166666666666664,57.833333333333336,61.5,0,0,0,0,0,0,0,338,0,0,0,0,375.5,0,0,149317,257739,170468,131116,136669,76749,132111,84490,74141,75835,88742,147155,92534,82431,82100
2017,3,27,6,11,87,0,0,0,146472,82202,66347,0,0,0,0,1,0,0,1,0,0,12,13.666666666666666,17.833333333333332,15,9.333333333333334,85.33333333333333,79.83333333333333,62.833333333333336,59.333333333333336,60.5,0,0,0,0,0,0,0,139.66666666666666,0,0,0,0,157.5,0,0,141363,225752,205395,110282,120343,73563,116631,99308,60242,63806,84870,130421,120904,62742,61394
2017,3,27,7,10.833333333333334,86.5,0,41.5,40,146240,94329,63328,0,0,0,0,1,0,0,1,0,0,11.333333333333334,13,16.5,14.833333333333334,10,85.5,82.33333333333333,67.16666666666667,59.333333333333336,60,0,0,0,0,0,0,0,19.666666666666668,39.333333333333336,9,0,0,22.166666666666668,38,8,138716,189478,263328,113971,126999,72583,100497,126868,61472,69549,81269,111125,152295,57138,59718
2017,3,27,8,11.5,84.83333333333333,0,217.5,216.33333333333334,164537,105977,71538,0,0,0,0,1,0,0,1,0,0,11,12.666666666666666,15.166666666666666,16,10.333333333333334,86.83333333333333,83.66666666666667,73,56,62,0,0,0,0,0,0,0,0,213.33333333333334,89.33333333333333,0,0,0,212.16666666666666,81.83333333333333,144745,164635,268179,131031,145112,75401,85266,133084,71949,83811,83088,97168,153607,64739,67125
2017,3,27,9,13.666666666666666,80.16666666666667,0,419,428.1666666666667,182209,115741,81472,0,0,0,0,1,0,0,1,0,0,11,12,14.5,16.5,12,87,84.66666666666667,76.5,55.333333333333336,58.166666666666664,0,0,0,0,0,0,0,0,412.5,209,0,0,0,420.3333333333333,188.83333333333334,151240,149317,257739,150995,167233,80028,76749,132111,86320,102096,82391,88742,147155,77878,78652
2017,3,27,10,17.166666666666668,69.66666666666667,0,593.6666666666666,587.3333333333334,200580,124085,87494,0,0,0,0,1,0,0,1,0,0,11,12,13.666666666666666,17.166666666666668,13.833333333333334,87,85.33333333333333,79.83333333333333,55.5,53.5,0,0,0,0,0,0,0,0,583.6666666666666,318.1666666666667,0,0,0,515,282.6666666666667,146472,141363,225752,174280,189035,82202,73563,116631,94818,113974,66347,84870,130421,89160,89480
2017,3,27,11,19.5,61,0,723.8333333333334,305.1666666666667,222223,118076,92732,0,0,0,0,1,0,0,1,0,0,10.833333333333334,11.333333333333334,13,18,15,86.5,85.5,82.33333333333333,54.833333333333336,55.5,0,0,0,0,0,41.5,0,0,711,365.3333333333333,40,0,0,142.83333333333334,307.8333333333333,146240,138716,189478,193656,201719,94329,72583,100497,93421,119339,63328,81269,111125,95920,96971
2017,3,27,12,21.666666666666668,56.833333333333336,0,798.1666666666666,54.666666666666664,222689,116957,97870,0,0,1,0,0,0,0,1,0,0,11.5,11,12.666666666666666,18.666666666666668,15,84.83333333333333,86.83333333333333,83.66666666666667,53.833333333333336,57,0,0,0,0,0,217.5,0,0,785.5,441.3333333333333,216.33333333333334,0,0,44.166666666666664,349.1666666666667,164537,144745,164635,195199,206045,105977,75401,85266,96912,121041,71538,83088,97168,98324,100693
2017,3,27,13,23.5,49,0,815.1666666666666,59.833333333333336,213584,122306,99386,0,0,1,0,0,0,0,1,0,0,13.666666666666666,11,12,19,15.5,80.16666666666667,87,84.66666666666667,53,56.833333333333336,0,0,0,0,0,419,0,0,801.8333333333334,742.5,428.1666666666667,0,0,43.333333333333336,284.8333333333333,182209,151240,149317,194379,205691,115741,80028,76749,97410,121450,81472,82391,88742,99269,101871
2017,3,27,14,24.666666666666668,43.666666666666664,0,775.3333333333334,446.6666666666667,201706,128484,96418,0,0,1,0,0,0,0,1,0,0,17.166666666666668,11,12,19.666666666666668,16.666666666666668,69.66666666666667,87,85.33333333333333,52.5,47.166666666666664,0,0,0,0,0,593.6666666666666,0,0,762.1666666666666,759.5,587.3333333333334,0,0,240.16666666666666,331.5,200580,146472,141363,191071,198510,124085,82202,73563,94551,119613,87494,66347,84870,99253,99188
2017,3,27,15,25,48.666666666666664,0,673.5,724,196388,124671,93481,0,0,1,0,0,0,0,1,0,0,19.5,10.833333333333334,11.333333333333334,19.5,17,61,86.5,85.5,55.5,43.333333333333336,0,0,0,0,0,723.8333333333334,41.5,0,666.8333333333334,735.8333333333334,305.1666666666667,40,0,696.8333333333334,692.5,222223,146240,138716,180041,191241,118076,94329,72583,91782,115841,92732,63328,81269,95286,96930
2017,3,27,16,24.5,53.666666666666664,0,523.3333333333334,570.1666666666666,192014,118897,92255,0,0,1,0,0,0,0,1,0,0,21.666666666666668,11.5,11,19,17,56.833333333333336,84.83333333333333,86.83333333333333,57.166666666666664,42.5,0,0,0,0,0,798.1666666666666,217.5,0,521.1666666666666,531.3333333333334,54.666666666666664,216.33333333333334,0,569,509.8333333333333,222689,164537,144745,171854,186976,116957,105977,75401,87330,110218,97870,71538,83088,92598,94137
